image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_01444.jpg,0.74138,0.120395,0.00193145,0.000565637,0.009252,0.109822,0.00113068,0.0155239
img_03140.jpg,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007
img_03290.jpg,0.114661,0.00167279,0.000765354,0.000833966,0.00255728,0.0637692,0.00770473,0.808035
img_05064.jpg,0.707701,0.051064,0.116485,0.00691771,0.0662913,0.0221157,0.00949326,0.0199324
img_06642.jpg,0.0020093,0.00284948,6.49498e-05,0.000312956,0.000153297,7.10075e-05,6.1804e-05,0.994477
img_07143.jpg,0.00377954,0.000210481,0.000948012,0.000111721,0.994109,2.32463e-05,0.000774518,4.37382e-05
img_02602.jpg,0.844594,0.0760928,0.0105101,0.00351798,0.0214841,0.0165892,0.00725198,0.0199604
img_01538.jpg,0.810325,0.0499626,0.00162322,0.00161621,5.86164e-05,0.133089,0.00269644,0.000629132
img_02159.jpg,0.0894919,0.00491051,0.0223531,0.00747545,0.873995,0.000950199,0.000783055,4.12707e-05
img_06807.jpg,0.0233391,0.000748113,0.000495084,0.00152283,0.919306,0.00553678,0.0485172,0.000535391
img_06845.jpg,0.327424,0.234015,0.0445104,0.0212548,0.00570071,0.0139065,0.151915,0.201273
img_02734.jpg,0.616923,0.265978,0.0509748,0.00508939,0.0111155,0.0398858,0.00234913,0.00768504
img_02702.jpg,0.990351,0.000259298,0.00013001,0.000122209,0.0033178,0.000798183,0.000305734,0.00471585
img_02231.jpg,0.378467,0.0345911,0.0149387,0.0530855,0.386671,0.109489,0.0172668,0.00548987
img_07371.jpg,0.0103689,0.032797,0.681592,0.00208368,0.00172302,0.0180702,0.00305985,0.250305
img_01562.jpg,0.0030086,0.00103908,0.000209158,0.000444588,0.000569063,7.03392e-05,0.0612005,0.933459
img_07908.jpg,0.437292,0.0232881,0.0261909,0.177846,0.0380165,0.00871909,0.0216524,0.266995
img_05156.jpg,0.569797,0.000874431,0.000308495,0.000446078,0.00853303,0.416681,0.00305152,0.000308978
img_06555.jpg,0.486755,0.0785377,0.0700062,0.101352,0.136734,0.0552959,0.00549858,0.0658202
img_04323.jpg,0.0116737,0.00159642,0.000329395,0.0013175,0.951329,0.00323961,0.0301284,0.000386332
img_02838.jpg,0.6675,0.0354844,0.00316996,0.0138628,0.272108,0.00147713,0.000383598,0.00601406
img_06800.jpg,0.00275226,0.000217035,0.0037303,0.00564089,0.986955,0.000195869,0.0002802,0.000228279
img_06003.jpg,0.68939,0.0491736,0.00353078,0.00532278,0.0112428,0.0286345,0.0324588,0.180247
img_01966.jpg,0.921806,0.0662857,0.00344025,0.00177565,0.000687881,0.00142562,0.00194574,0.00263343
img_01426.jpg,0.287719,0.458252,0.00103008,0.00477225,0.000264073,0.0541453,0.0491653,0.144652
img_01688.jpg,0.502475,0.0332645,0.00418082,0.00278072,0.0106831,0.234295,0.0723399,0.139981
img_01031.jpg,0.534843,0.0203242,0.371708,0.00346366,0.00147265,0.0632647,0.00379213,0.00113078
img_04237.jpg,0.00013002,0.998342,8.51058e-05,0.000376181,0.00016106,0.000426009,0.00027107,0.000208464
img_06947.jpg,0.000224307,0.00209858,0.000651213,0.00152259,0.971737,0.000651081,0.000944037,0.0221715
img_06186.jpg,0.881784,0.0217361,0.0240206,0.00783105,0.0271872,0.0316294,0.0039287,0.00188283
img_02398.jpg,0.74863,0.00288562,0.000725833,0.00181041,0.0799923,0.115939,0.00466637,0.045351
img_06294.jpg,0.984729,0.00949124,7.76895e-05,0.000204443,0.00269916,0.00275502,9.70085e-06,3.3218e-05
