image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_01444.jpg,0.563765,0.232223,0.00504497,0.00118522,0.00311386,0.139565,0.00110734,0.0539949
img_03140.jpg,0.928209,0.0476936,0.00323858,0.00112503,0.00593279,0.00386913,0.00405601,0.00587536
img_03290.jpg,0.0741491,0.00116052,0.000609219,0.000765909,0.00164181,0.0999416,0.00172203,0.82001
img_05064.jpg,0.648386,0.0759215,0.0597419,0.0130905,0.0887798,0.016144,0.0114422,0.0864946
img_06642.jpg,0.000378596,0.00253015,2.69056e-05,0.000181331,2.31489e-05,1.97775e-05,1.60633e-05,0.996824
img_07143.jpg,0.000283451,4.79268e-05,0.000112864,1.88959e-05,0.999359,2.8754e-06,0.000170354,4.60973e-06
img_02602.jpg,0.875496,0.049706,0.00675001,0.00189245,0.0446237,0.00703885,0.00780114,0.00669222
img_01538.jpg,0.903592,0.0146641,0.000700434,0.00049384,4.33054e-05,0.0784008,0.00163372,0.000472318
img_02159.jpg,0.0241683,0.000809721,0.00274467,0.00536352,0.966463,0.000189507,0.000237711,2.33859e-05
img_06807.jpg,0.088982,0.000845637,0.000442336,0.00147198,0.870084,0.00327658,0.0344959,0.000401085
img_06845.jpg,0.306289,0.204148,0.0537753,0.014133,0.00693903,0.00976122,0.147581,0.257373
img_02734.jpg,0.712759,0.231551,0.0182814,0.00204259,0.00908339,0.0210931,0.00139043,0.00379878
img_02702.jpg,0.996134,7.41692e-05,6.65822e-05,5.03707e-05,0.0016775,0.000522967,0.000178458,0.00129587
img_02231.jpg,0.476898,0.0172163,0.00494783,0.0491244,0.355074,0.0645028,0.0272173,0.00501958
img_07371.jpg,0.00255716,0.0213248,0.635215,0.00220242,0.00113503,0.010744,0.00275997,0.324062
img_01562.jpg,0.00149891,0.00995327,0.000248545,0.000426151,0.000247539,4.93249e-05,0.0253994,0.962177
img_07908.jpg,0.548417,0.00867578,0.014323,0.0819738,0.044622,0.00619768,0.0187466,0.277044
img_05156.jpg,0.601755,0.00177282,0.000447901,0.00147584,0.0446251,0.344523,0.0036483,0.00175239
img_06555.jpg,0.396273,0.154732,0.0587632,0.140224,0.0963838,0.0280031,0.00373992,0.12188
img_04323.jpg,0.0271196,0.000883429,0.000324446,0.000909636,0.950571,0.00182023,0.0181336,0.000238045
img_02838.jpg,0.652433,0.0863674,0.00399985,0.0220761,0.216374,0.0013742,0.000397201,0.0169781
img_06800.jpg,0.000914284,0.000111486,0.0012665,0.00568253,0.991534,7.01e-05,0.000175149,0.000246354
img_06003.jpg,0.549964,0.0719531,0.00312045,0.00568711,0.0192489,0.025406,0.0389799,0.285641
img_01966.jpg,0.92022,0.0734463,0.00166283,0.00124979,0.000533459,0.00073684,0.00147514,0.000675487
img_01426.jpg,0.491019,0.231298,0.000911631,0.00319826,0.000383443,0.0736313,0.051003,0.148555
img_01688.jpg,0.536605,0.070966,0.00589046,0.00493037,0.0283141,0.147492,0.032201,0.1736
img_01031.jpg,0.690821,0.025369,0.213617,0.00430201,0.000816231,0.0565778,0.00491328,0.0035837
img_04237.jpg,7.22598e-05,0.998442,5.00269e-05,0.000324078,7.7126e-05,0.000508691,0.000198589,0.000327422
img_06947.jpg,0.000234076,0.00197947,0.000730716,0.00122347,0.966181,0.000750083,0.000850521,0.0280507
img_06186.jpg,0.884279,0.0232869,0.014502,0.00646377,0.0425836,0.0229892,0.0041523,0.00174307
img_02398.jpg,0.602381,0.0035092,0.000633607,0.00496812,0.133181,0.072588,0.00505299,0.177686
img_06294.jpg,0.989846,0.00733741,4.66042e-05,0.000174632,0.00133663,0.00123744,4.40503e-06,1.67576e-05
img_07910.jpg,0.992202,0.00467478,0.0010703,3.02784e-05,0.00126581,0.000457717,9.82162e-05,0.000201268
img_05284.jpg,0.586312,0.332637,0.00124014,0.00374568,0.00400782,0.0300916,0.0160079,0.0259582
img_05209.jpg,0.819697,0.0967634,0.0543631,0.00724907,0.0140312,0.00257472,0.00169583,0.00362599
img_00102.jpg,0.343631,0.0738331,0.00456262,0.00720398,0.00258722,0.241629,0.00322916,0.323323
img_07616.jpg,0.597759,0.100206,0.0624454,0.0136236,0.0604184,0.0181555,0.0112986,0.136094
img_06616.jpg,0.329599,0.0165931,0.00829261,0.00534201,0.132847,0.181596,0.00360942,0.322122
img_07192.jpg,0.585414,0.00850067,0.00847392,0.00128196,0.370481,0.00389162,0.00171714,0.0202396
img_04888.jpg,0.979268,0.00282824,0.000134033,0.000261565,0.00159046,0.000660476,0.000303232,0.014954
img_00375.jpg,0.191835,0.134669,0.324604,0.0730617,0.259688,0.0149086,0.00110219,0.000131901
img_03283.jpg,0.000584904,0.00733253,0.00853875,0.0214908,1.24687e-05,0.00141404,0.000383943,0.960243
img_01511.jpg,0.951887,0.00090776,0.00395152,0.00142983,0.00666243,0.0306644,0.00430824,0.000189249
img_01552.jpg,0.998037,0.000917409,8.03537e-05,1.8561e-05,0.000407728,0.000447268,5.88513e-05,3.32057e-05
img_03670.jpg,0.75286,0.00257222,0.0375646,0.0144846,0.168995,0.00676825,0.0110979,0.00565754
img_05950.jpg,0.926589,0.0380852,0.019723,0.000325318,0.00447765,0.0075143,0.00266437,0.000621127
img_06475.jpg,0.49955,0.0102269,0.00250173,0.00785184,0.0114898,0.101965,0.0130277,0.353387
img_03588.jpg,0.13317,0.000288926,0.000737918,0.00672729,0.0621577,0.78388,0.010851,0.00218699
img_03974.jpg,0.660132,0.00130555,0.00769859,0.000546438,0.311757,0.00574825,0.00099603,0.0118154
img_04640.jpg,0.688725,0.00122716,0.00127357,0.00421427,0.0396258,0.261627,0.000148377,0.0031582
img_00280.jpg,0.326133,0.00211636,0.00487886,0.00259656,0.653045,0.00178798,0.00262985,0.00681201
img_03548.jpg,0.229961,0.0205899,0.01183,0.00535848,0.0040685,0.0364839,0.0661365,0.625572
img_07833.jpg,0.870034,0.0642501,0.000933987,0.000696562,0.00403794,0.0127448,0.00768171,0.0396214
img_07543.jpg,0.00170417,0.000835475,2.55541e-05,2.61322e-05,0.99737,3.41109e-06,1.97292e-05,1.52041e-05
img_02890.jpg,0.371761,0.0638929,0.0186745,0.0076284,0.00852935,0.522216,0.00698346,0.000313503
img_00484.jpg,0.558082,0.11061,0.0455195,0.039997,0.00676317,0.00415273,0.1438,0.0910752
img_01627.jpg,0.985393,0.00103436,0.000287323,0.000129231,1.42603e-05,0.0123513,0.000529494,0.000261509
img_07278.jpg,0.983499,0.00501755,0.000237633,0.000197407,0.0065672,0.00217452,0.000117116,0.00218913
img_03116.jpg,2.36427e-05,0.022159,0.0453996,0.00247673,0.678332,6.80856e-05,0.00141799,0.250123
img_02307.jpg,0.156978,0.236933,0.00528704,0.00797592,0.221744,0.0153391,0.0204982,0.335245
img_05085.jpg,0.359756,0.00401772,0.00574542,0.00957832,0.57727,0.00122452,0.00390897,0.0384988
img_05393.jpg,0.418495,0.133522,0.00131701,0.00911409,0.000144908,0.0839169,0.088923,0.264567
img_05654.jpg,0.861467,0.00123592,0.000345713,0.0236964,2.16521e-05,0.109752,0.00281035,0.000670714
img_07921.jpg,0.00318138,0.000755522,5.63785e-06,0.000314692,7.78796e-05,0.995261,9.63976e-05,0.000307565
img_05440.jpg,0.904848,0.0472116,0.01603,0.00824649,0.0203153,0.00166502,0.000637497,0.00104651
img_04272.jpg,0.870203,0.00183702,0.00108626,0.000287907,0.0167123,0.00266453,0.00229804,0.104911
img_07792.jpg,0.128573,0.358419,0.0191334,0.00871716,0.0308884,0.305017,0.000479799,0.148772
img_00921.jpg,0.424736,0.0040553,0.00322519,0.00724805,0.0935166,0.116243,0.00952531,0.34145
img_02651.jpg,0.992797,0.000266913,0.00234926,0.000103002,0.00327207,0.000129845,6.24268e-05,0.00101933
img_04263.jpg,0.943736,0.000858286,0.000204233,0.00102806,0.0495942,0.0035873,0.000530002,0.000461791
img_02546.jpg,0.207649,0.141953,0.00533973,0.00915224,0.155108,0.00282182,0.0175641,0.460412
img_03239.jpg,3.09541e-08,2.77943e-05,1.53219e-06,4.62538e-06,2.04908e-06,1.00785e-05,0.999942,1.14175e-05
img_07045.jpg,0.562024,0.00615144,0.0012694,0.00074019,0.154074,0.000201462,0.00347374,0.272065
img_00587.jpg,0.554671,0.0601971,0.0028433,0.00237021,0.00796671,0.178971,2.9397e-05,0.192951
img_01983.jpg,0.217746,0.0216545,0.0663165,0.0163605,0.432126,0.244532,0.000870792,0.000393845
img_05743.jpg,0.311804,0.233155,0.0562076,0.00456799,0.0117372,0.369918,0.012254,0.000356767
img_02066.jpg,0.37907,0.0443169,0.0117758,0.0154018,0.382561,0.0669828,0.0112714,0.0886206
img_02252.jpg,0.788782,0.000284182,0.000140558,0.000333889,0.190273,1.09832e-05,0.000371803,0.019803
img_06426.jpg,0.793198,0.00796699,0.00112763,0.000612221,0.0168363,0.00109549,0.00314076,0.176022
img_05548.jpg,0.968705,0.0004444,0.000785185,0.00601257,1.56117e-05,0.0229641,0.00095351,0.000119229
img_07213.jpg,0.0891066,0.349708,0.346636,0.0138375,0.0666006,0.120717,0.0107529,0.00264085
img_02281.jpg,0.000275238,0.017162,0.0305336,0.91382,0.00784743,0.00125806,0.000734402,0.0283697
img_03069.jpg,0.0481207,0.0547224,0.00261122,0.163725,0.000347913,0.115039,0.00362387,0.61181
img_06203.jpg,0.393392,0.00471311,0.00582551,0.00171968,0.061219,0.0283178,0.0742679,0.430545
img_04642.jpg,0.433424,0.00441091,0.000661806,0.00115944,0.55481,0.00241423,0.000505153,0.00261456
img_05835.jpg,0.604962,0.129341,0.00785788,0.0300956,0.200238,0.00303044,0.000761874,0.0237123
img_06658.jpg,0.0787408,0.000593949,0.000287253,0.00142844,0.000171223,0.317679,0.0120853,0.589014
img_03602.jpg,0.236515,0.00965391,0.00380044,0.00519375,0.165319,0.557915,0.0165975,0.00500608
img_06902.jpg,0.454782,0.00167884,0.00393303,0.00596903,0.513051,0.000540955,0.00171237,0.0183321
img_07068.jpg,0.1058,0.239492,0.00912941,0.00320927,0.00912499,0.0264187,0.108578,0.498248
img_05293.jpg,0.00038058,0.347592,0.00139609,0.371043,0.00151312,0.0319125,0.021838,0.224325
img_03471.jpg,0.000782306,0.000236721,0.00320292,0.9672,0.000168411,0.000727452,0.00178454,0.0258978
img_01102.jpg,0.138455,0.159072,0.178056,0.0551267,0.0781748,0.00109386,0.0118158,0.378205
