image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,0.034044859999999996,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.95991599999999999,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001
img_00007.jpg,0.20973199999999997,0.01819146,0.0040000000000000001,0.008220336,0.0040000000000000001,0.0048548200000000001,0.0056557670400000006,0.74928079999999997
img_00009.jpg,0.73575900000000005,0.11501140000000001,0.019118684,0.0040000000000000001,0.0040000000000000001,0.083323300000000003,0.0040000000000000001,0.043091480000000001
img_00018.jpg,0.20711196000000004,0.0993092,0.0061053100000000001,0.62264492000000005,0.0040000000000000001,0.044029159999999998,0.0040000000000000001,0.018941240000000002
img_00027.jpg,0.62307480000000004,0.0090271320000000002,0.0040000000000000001,0.0040000000000000001,0.0040307799999999994,0.078390360000000006,0.0075484880000000008,0.27503060000000001
img_00030.jpg,0.021981906932,0.020595926216000003,0.012869301623999999,0.024492207199999998,0.86766359999999998,0.0040000000000000001,0.014969521599999999,0.034974882047999999
img_00040.jpg,0.084315563999999996,0.0040000000000000001,0.0040000000000000001,0.0072033287999999987,0.0040000000000000001,0.050045271999999995,0.8372752,0.011010216
img_00046.jpg,0.10199256232000001,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.89014480000000007,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001
img_00053.jpg,0.92188899999999996,0.0040000000000000001,0.0097893938480000005,0.0070552870399999993,0.0040000000000000001,0.045717001999999993,0.0040000000000000001,0.010516424
img_00071.jpg,0.066618918151999995,0.010360586799999998,0.0040000000000000001,0.89961179999999996,0.0095059432000000003,0.0064592594079999994,0.0040000000000000001,0.0040514864000000001
img_00075.jpg,0.89095180000000007,0.010381428,0.0040000000000000001,0.0051856166399999997,0.008894211216,0.074814479999999989,0.0051937073599999991,0.0040000000000000001
img_00102.jpg,0.089650436799999997,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.90174260000000006
img_00103.jpg,0.64418120000000001,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.33615832000000001,0.0040000000000000001,0.010332924
img_00109.jpg,0.94066659999999991,0.0040000000000000001,0.0070093639999999997,0.0040000000000000001,0.038374495760000002,0.0082816820000000003,0.0040000000000000001,0.0040000000000000001
img_00119.jpg,0.0040000000000000001,0.0067107704320000005,0.0040000000000000001,0.0040000000000000001,0.94809940000000004,0.0040000000000000001,0.01100154096,0.025650103339200002
img_00120.jpg,0.49709239999999999,0.0096054440000000012,0.005118234464,0.0048454880000000002,0.0040000000000000001,0.0068834840000000005,0.0242048448,0.45112380000000007
img_00125.jpg,0.77732764399999998,0.10250644,0.021331853599999999,0.0103502408,0.0040000000000000001,0.016993372,0.012700753679999999,0.058574671999999994
img_00128.jpg,0.0040000000000000001,0.023029559999999998,0.63099059999999996,0.017327631999999999,0.027390861999999998,0.007945586000000001,0.005700948,0.2852094
img_00129.jpg,0.12153904,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.020411275999999999,0.833588,0.016259127999999998
img_00133.jpg,0.018932018639999999,0.0040000000000000001,0.0040000000000000001,0.0056424528000000003,0.96202760000000009,0.0040000000000000001,0.0040000000000000001,0.00406168864
img_00138.jpg,0.17976700352,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.81267814000000005,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001
img_00141.jpg,0.0040000000000000001,0.0061035920000000006,0.010030984640000001,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.9811745999999999
img_00152.jpg,0.0078149239999999991,0.0052324279999999999,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.035368360000000001,0.0040000000000000001,0.94218040000000003
img_00161.jpg,0.0040000000000000001,0.0040000000000000001,0.0045573337679999998,0.0040000000000000001,0.0086191176552000009,0.022834400218400001,0.0093360317807999992,0.94994540000000005
img_00164.jpg,0.007826083696,0.0040000000000000001,0.0084606649599999993,0.0091965424000000004,0.88474279999999994,0.017446467271999999,0.0085812838399999987,0.060328382693600004
img_00170.jpg,0.18376583736000002,0.0040000000000000001,0.0040000000000000001,0.80554502000000006,0.0040000000000000001,0.0043629787200000006,0.0040000000000000001,0.0040000000000000001
img_00171.jpg,0.22447119999999998,0.0040000000000000001,0.0040000000000000001,0.038014497600000002,0.0040000000000000001,0.72767879999999996,0.0040000000000000001,0.0040000000000000001
img_00172.jpg,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.99825379999999997,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001
img_00175.jpg,0.36563599999999996,0.0040000000000000001,0.0040000000000000001,0.0067624703200000009,0.0040000000000000001,0.62141575999999998,0.0040000000000000001,0.0040000000000000001
img_00180.jpg,0.009146988,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.98109239999999998
img_00196.jpg,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.99199059999999994,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001
img_00212.jpg,0.56065018,0.023323379999999998,0.0040000000000000001,0.0048527592,0.0040000000000000001,0.0076148967999999997,0.0040000000000000001,0.39686680000000002
img_00223.jpg,0.87285100000000004,0.090375510000000006,0.0088093456000000007,0.0040000000000000001,0.01129908,0.012377279999999999,0.0040000000000000001,0.0040000000000000001
img_00230.jpg,0.57263560000000002,0.38649773999999998,0.0040000000000000001,0.0040000000000000001,0.0040000000000000001,0.015807100000000001,0.0040000000000000001,0.022450420000000002
