image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00876.jpg,1.45916e-07,5.86524e-06,3.27124e-05,0.000760355,0.999149,2.52507e-06,4.97575e-05,1.07638e-07
img_01059.jpg,5.46915e-06,0.00850488,2.85402e-07,1.67907e-06,2.10607e-07,1.25688e-05,9.48304e-07,0.991474
img_02834.jpg,0.829217,0.0097051,0.00133254,0.000336281,1.51655e-05,0.103447,0.0011593,0.0547874
img_03941.jpg,0.685856,0.00833776,0.000349275,0.000229516,0.000104073,0.293594,0.000611897,0.0109167
img_05137.jpg,0.750119,3.7134e-05,1.28969e-05,3.67141e-05,2.7242e-05,0.248653,0.000718773,0.000395647
img_05434.jpg,2.77286e-05,0.000441805,1.02763e-05,0.000706994,0.998277,0.000131716,0.000194642,0.000210084
img_01249.jpg,0.000104127,0.000888117,2.07622e-05,0.000553063,0.997876,2.33971e-05,9.20533e-05,0.00044247
img_01116.jpg,0.23382,0.0595614,0.000991668,0.000244315,6.83822e-05,0.692298,0.000175619,0.0128409
img_04130.jpg,0.832791,0.0551565,0.0505154,0.000224521,0.0229149,0.00488361,0.0231428,0.0103713
img_06021.jpg,2.27678e-06,1.66512e-06,0.999282,7.48387e-07,1.20261e-06,8.33182e-06,8.32224e-07,0.000702681
img_05657.jpg,0.0614514,0.0355045,0.00640817,0.000319224,0.244537,0.0307604,0.590445,0.0305736
img_03627.jpg,0.675763,0.011603,0.000145487,1.79205e-05,8.66227e-06,0.0609935,0.00270135,0.248767
img_00765.jpg,0.0105389,0.0802506,0.000533447,0.0608969,0.0131778,0.107735,0.00927031,0.717597
img_04127.jpg,0.703127,0.0602395,0.000137068,0.000203437,5.81e-05,0.0359867,0.00131713,0.198931
img_06368.jpg,0.13473,0.00585659,0.0362819,0.000320546,0.0204914,0.781655,0.000215685,0.0204488
img_00469.jpg,0.717648,0.00664797,0.00112752,0.0275634,0.00020659,0.0035913,0.000245572,0.242969
img_04453.jpg,0.00945016,0.00153259,0.000122186,0.0010034,0.975859,0.00517552,0.003626,0.00323102
img_03135.jpg,0.000386106,2.19542e-05,5.23446e-06,8.52482e-06,1.51576e-06,4.12967e-06,1.10093e-06,0.999571
img_07436.jpg,0.000395988,5.39765e-05,0.000199084,0.00017996,0.00108463,0.00152963,0.996312,0.000244304
